,Chat_msg,sentiment,sent
21405,  ,0,
21406,okay well stop now  thankyou everyone and do checkout space x apes  cheers ,1,
21440,oh nice mate,1,
21445,im good too  ,1,
21448,good and you,1,
21449,hello from space x apes well have fun for  mins with you all  ,1,
21450,hi welcome,1,
21452,good morning how s everybody,1,
21453,how are u ,0,
21454,hello from space x apes well have fun for  mins with you all  ,1,
21455,hey mate,0,
21456,hey granjero,0,
21457,heyy,0,
21458,what the utility token woop ,-1,
21459,good morning ,1,
21460,enjoying the weekend holiday in the us how are you ,1,
21461,all good sir hbu,1,
21462,good morning,1,
21463,whats up yall,0,
21464,hey,0,
21467,sup,0,
21468,im good bro,1,
21469,hello,0,
21470,excellent wbu,1,
21471,how are you,0,
21472,hey bro,0,
21473,hello dude,0,
21474,how are you,0,
21475,gm fam,0,
21476,hi,0,
21477,someone will be with you patience please,0,
21478,hello,0,
21479,hello,0,
21481,hii,0,
21482,hello,0,
21483,hey,0,
21484,h,0,
21485,hi,0,
21486, see tickets,0,
21487,hello,0,
21488,hy guys,0,
21489,hi,0,
21490,gm,0,
21491,gm,0,
21492,yo,0,
21493,am also fine  ,1,
21494,im doing great how are you ,1,
21495,how are you bro,0,
21496,hello delta,0,
21497,yes i like it  ,1,
21498,hello,0,
21500,gm,0,
21501,ah thats not bad at all haha yea i only work  days too which is nice,1,
21502,gm,0,
21503,im working  days on  days off and im going in holiday tuesday i will relax for a bit haha congrats on wl,1,
21504,bi,0,
21505,hopefully u find time to relax and hope u still get two days off,1,
21506,hello  ,0,
21507,some of them yes unfortunately,-1,
21508,hello,0,
21509,anytime  ,0,
21510,ahh u work on the weekends,0,
21511,ahh nice im amped for this project if i have any questions i know who to turn too haha,1,
21512,yoo,0,
21513,hii,0,
21514,hey,0,
21515,yo,0,
21516,hi,0,
21517,not quite im a community aide i just help around  ,0,
21518,no plans finish work late today,0,
21519,chillin today lazy sunday lol got any good plans homie,1,
21520,all good on my side how you doing,1,
21522,whats good lethal,0,
21523,enjoy your time with us,1,
21524,im doing good tho just doing some cleaning here,1,
21525,welcome everyone,1,
21526,ooouu is ur role a mod role homie,0,
21527,hey,0,
21528,all good and you,1,
21529,how we all doing fam,0,
21530,hello,0,
21531,hello fam,0,
21532,fam,0,
21533, ,0,
21534,form is enough  ,0,
21535,doing good how are you ,1,
21536,yo,0,
21537,if u sent it correctly in the form u are good fam  ,1,
21538,yohu,0,
21539,hi,0,
21540,hi,0,
21542,do we need to submit the wallet or the form was enough,0,
21543,thanks,0,
21544,yeah nice congrats,1,
21545,hey congratz,1,
21546,hello,0,
21547,yooo,0,
21548,oh not yet,0,
21549,yep congrats,1,
21550,tailsmen master is the wl role,0,
21551,h,0,
21552,is doodles collab winner dtc,0,
21554,checking again,0,
21555,yoo,0,
21556,hello,0,
21557,yes man how are you,0,
21558,hey,0,
21559,for the talisman,0,
21560,yo,0,
21562,i just got back from the city center what time is it there,0,
21565,busy at work and you ,0,
21566,yoo,0,
21567,what raffle,0,
21568,yo,0,
21569,whats good man you in the raffle too,1,
21570,how are you,0,
21571,hey hey,0,
21572,hello,0,
21573,hey sir,0,
21574,welcome everyone,1,
21575,hello,0,
21576,yoo,0,
21577,hello guys,0,
21578,yooo,0,
21579,zup,0,
21581,hello,0,
21582,hello fam how are you,0,
21583,hi,0,
21584,dont forget to check     if youre new,0,
21585,welcome everyone,1,
21586,gm,0,
21587,hi guys,0,
21588,hello,0,
21589,sup chat,0,
21590,gm,0,
21591,sup,0,
21592,gmgm,0,
21593,hello im from pakita,0,
21594,gm frens,0,
21595,hi guys,0,
21596,yoo,0,
21597, ,0,
21599,woopwoop,-1,
21600,gm,0,
21604,gm fam,0,
21606,hi,0,
21608,gm frens,0,
21609,sweet,1,
21610, yea thats the wl role,0,
21611,where can i find more info on the fabulous project,1,
21612,talisman master is that wl ,0,
21613,hi guys i fill the form for your wl on pengsol can i get the role,0,
21614,gm,0,
21615,hello,0,
21616, bro,0,
21617,no raffle aaaaa,0,
21618,yurr,0,
21619,yo,0,
21621,bohemians,0,
21622,hello,0,
21623,yoo,0,
21624,hi fam,0,
21625,yo whats up man,0,
21626,yoo,0,
21627,hi,0,
21629,hi gm fam have a great day,1,
21630,gm,0,
21632,gm fam,0,
21633,all good u fam,1,
21634,lmao,0,
21635,hi,0,
21636,was trying to see if i got a role lol  ,0,
21637,hi,0,
21638,how are u guys,0,
21639,sup,0,
21640,hey  ,0,
21641,sup,0,
21642,yooo,0,
21643,hi,0,
21644,if u filled the form from ur dao u good,1,
21645,tnx,0,
21646,alright cool,1,
21647,gm,0,
21648,theres no need for that,0,
21649,gm,0,
21650,hey,0,
21651,where can i submit my wallet,0,
21652,hey,0,
21653,thats only for those that win the wl from other daogiveaways if u hold a guru master and its staked you good  ,1,
21654,we dont receive that role fam,-1,
21655,hello,0,
21657,hi,0,
21658,are you holding a guru ,0,
21659,hey,0,
21660,oh thats a lil sus ahah,0,
21661,hi fam you   ,0,
21662,hope everyone is having a good sunday,1,
21663,hi,0,
21664,they dont have discord so i dont really see much info about it haha,0,
21665,nah im not minting much lately,-1,
21666,anyone minting later,0,
21667,any thoughts on verse estate,0,
21669,hi,0,
21670,hi,0,
21671,hi,0,
21672,how we all doing today,0,
21673,gm,0,
21674,gm,0,
21675,buzzing won wl,0,
21676,hi fam,0,
21677,hi,0,
21678,hi,0,
21679,i will only win if i can win via twitter when will you do your draws ive been following for a long time but you havent put in a giveaway for a while,0,
21680,any reason i m not talisman master ,0,
21681,check,0,
21682,hi,0,
21683,hi,0,
21685,dont forget to check  and    please,0,
21687,hey welcome everyone,1,
21688,heyy,0,
21689,hey,0,
21690,hey hey,0,
21691,gg,0,
21692,gm   ,0,
21693,thank u ser i always been helpful here,1,
21694,pls check my ticket ,0,
21695,gm,0,
21696,good evening guys,1,
21697,hey hey  ,0,
21698,hi,0,
21700,we are good how are you  ,1,
21701,hi,0,
21702, pick the one for collabs ,0,
21703,who can i contact for collab,0,
21704,gm,0,
21705,hey,0,
21706,henlo,0,
21707,chill time on discord how are you ,0,
21708,wats up guys,0,
21709,gm,0,
21711,yupyup,1,
21712,hey guys,0,
21713,hola,0,
21714,hi all,0,
21715,means that you will get airdropped talisman for minting fabulosa ,0,
21716,it will be announced before mint fam    ,0,
21717,can i ask what talisman master roles means ,0,
21718,how much is the mint please ,0,
21719,sick,-1,
21720, ,0,
21721,hello,0,
21722,dropped a new one yall,0,
21723,gm,0,
21725,thanks,0,
21726,seeing a lot of talisman masters  ,0,
21728,yoyo,0,
21729,great to have you here ,1,
21730,check out   ,0,
21732,pleasure to see you are excited fam  we all are ,1,
21733,im so pumped for this the roadmap is crazy the community is insane and the art i mean,1,
21736,suuup bud,0,
21737,hio,0,
21738,sup,0,
21739,gm,0,
21740,gm,0,
21741,hi,0,
21742,hey hey  welcome everyone check out  and    ,1,
21743,gm hello guys,0,
21744,gm,0,
21745,hello,0,
21746,exactly  ,0,
21747,okay thz u guys alrdy have my address and info from mintown form right,0,
21748,hi,0,
21749,nice to see you here,1,
21750,hey ragnar,0,
21751,noup you dont have to do it again,0,
21752,welcome everyone  ,1,
21753,hi  do i need to submit the wl address again for talisman airdrop ,0,
21754,helo,0,
21755,suo,0,
21756,just filled out the wl form glad to be here,1,
21757,hey hey,0,
21758,yo,0,
21759,hello,0,
21760,hello  ,0,
21761,hi,0,
21762,hey fam all info you can find here   ,0,
21763,gm,0,
21764,gm,0,
21765,hello,0,
21766,or only for the already guru masters,0,
21767,the airdrop will be also for the bohemian in guru retreat,0,
21770,yeah better i try those,1,
21771, ,0,
21772,maybe giveaways raffles and ect coming up,0,
21773,for talisman tho,0,
21775,okay i got my answer,0,
21777,buy on me,0,
21779,how guru,0,
21780,fck less than  days ,-1,
21781,july  yes,0,
21782,i staked today,0,
21783,on retreat,0,
21784,wl token distribution is in  days right,0,
21785,for guru master,0,
21786, days ,0,
21787,okay thank you,1,
21788,lfg welcome to the guru master gang,1,
21789,than waiting for  days,0,
21790,thank u  boho friend,1,
21791,any faster route,0,
21792,  ,0,
21793,for now try to make your boho a guru master,0,
21794,you alr submitted on the dyno form,0,
21795,or the woop,0,
21796,yeah ngmi,0,
21797,i dont think you will have the transporti,-1,
21799,same lmaoooo,0,
21800,all  transportari and  woop,0,
21801,sorry guys i am more of the buy first dyor later guy haha,0,
21802,welcome to the fam ser,1,
21803,do we need to submit wallet,0,
21804,oh nice,1,
21805,hello fam,0,
21806,oh wait what do i need to do for big bang i just bought my bohemia yesterday,0,
21807,i have like a  woop in my wallet,0,
21808,gm,0,
21809,is that delayed,0,
21810,btw im waiting for the big bang,1,
21811, for bottle  to reveal and stuff totalling up to around  worth of woop,0,
21812,about that sure,0,
21813,oh hey its ragnar,0,
21814,looking out for the fam,0,
21815,true gentleman,1,
21816,so if i calculate well it would take around  worth woop for the total procedure to become guru master provided the current market price right,0,
21817,i need to get those letter stuff as well and get myself ready for guru master,0,
21818,woop woop,0,
21819,pretty good,1,
21823,goat,-1,
21824,woop woop,0,
21825,aaaaaa mr rangar in the house  ,0,
21826,haha bro send it in dm,0,
21827,thank u my man love u   ,1,
21828,c,0,
21829,sheesh a legend indeed,1,
21830,cool i got you man send me your wallet,1,
21831,yess,0,
21832,i already have the letter,0,
21833,and do you already have the guru master letter,0,
21835, woop,0,
21836,you will need a total of  woop now and a guru master letter  ,0,
21837,how much do you need,0,
21838,someone can help me,0,
21839,hi guys im trying to become guru master i have  swoop,0,
21840,whats up fam,0,
21841,hii,0,
21842,yeah gotta show love to the projects they deserve that but tbh i love bohos more since they dont stop delivering dont get me wrong solgods are goated but they move a lot slower bohos building everyday,1,
21843,great just chilling man how about you,1,
21844,how are you ,0,
21845,hi gm fam,0,
21846,yeah hopefully ill tag him again in our chat i think hes out right now,1,
21847,cool,1,
21848,belgium if im not mistaken,0,
21849,gm,0,
21850,where is max from btw,0,
21851,hopefully we set up something good  ,1,
21852,proven several times lmao,0,
21853,hex is the goat,1,
21854,love for hex as well,1,
21855, ,0,
21856,oh wow gg two of my favs,1,
21857,hey there mate,0,
21858,lfg,0,
21859,i love bohemia man i can see you also have a solgods i have an interview with hex the solgods founder coming on thursday  ,1,
21860,sheesh hi glad to see you here,1,
21861,will do   we talked about it a little bit in our chat   will tell him  ,0,
21862,pretty much one of the only projects i keep believing in,1,
21863,its great to see you here,1,
21864,eyyy thanks brother appreciate that a lot   ,1,
21865,yooo im a fan of the vids love you shit so keep up the good work,1,
21866,ok thanks a lot,1,
21867,hes not following me on twitter so i cant dm him  ,-1,
21868,yoyo how can i get  s attention and get him to come on my channel for a founder interview,0,
21869,hi guys,0,
21870,fabulosa   ,0,
21871,here fam ,0,
21872,hi,0,
21873,how wl,0,
21874,lfg,0,
21875,gm gm,0,
21876,gm,0,
21877,gm,0,
21878,welcome everyone woopwoop,1,
21880,woopwoop,-1,
21881,welcome everyone,1,
21882,sup my,0,
21883,welcome to bohemia guys have a great sunday more info on fabulosa here    and ,1,
21884,hello,0,
21886,welcome everyone,1,
21887,check again   ,0,
21888,hi,0,
21889,gm everyone,0,
21890,hi,0,
21891,   ,0,
21892,gm,0,
21893,hi from yeah tigers,0,
21894,gm fam,0,
21895,good morning guys,1,
21896,woopwoop,-1,
21897,welcome everyone,1,
21898,d,0,
21899,gm,0,
21900,happy sunday,1,
21901,yo,0,
21902,hi,0,
21903,good morning,1,
21904,there s a channel to do that,0,
21905,have a great weekend,1,
21906,welcome everyone,1,
21907,sup,0,
21908,happy weekend fam   ,1,
21909,gm,0,
21910,its in your server,0,
21911,dyno form link plz,0,
21912,gm fam,0,
21913,welcome everyone,1,
21914,happy sunday good night mate,1,
21916,how do i raise a ticket  keeps directing me here,0,
21918,welcome,1,
21919,hi  from yeah tigers  ,0,
21920,can you open a ticket then please  maybe someone from the team can help you,0,
21921,   ,0,
21922,gmo,0,
21923,it s an issue with the website on my behalf,-1,
21924,yeah been part of bohemian for ages and got  guru masters,0,
21925,youre pressing the claim button at the top right,0,
21926,tried from pc too,0,
21927,sup,0,
21928,tried installing and staking again still comes up saying stake when i try claim,-1,
21929,can you try from pc maybe ,0,
21931,mine still not working,-1,
21932,morning team,0,
21934,hello peng fam welcome to bohemia  ,1,
21935,i just checked  for me works just fine,1,
21936,hi,0,
21937,hey from pengsol,0,
21938,it s a problem with my staking platform  they are staked but it thinks they aren t,-1,
21939,hey welcome,1,
21940,hey from yeah tigers,0,
21941,can you maybe try with a different browser,0,
21942,thanks,0,
21943,cool,1,
21944,wl yes,0,
21945,yeah got sol in there,0,
21946,talisman master ii means what is that wl,0,
21947,make sure you have some sol for transaction fee refresh the browser and try again,0,
21948,who do i ask to help,0,
21949,gm,0,
21950,just claimed mine few hours ago it worked perfectly,1,
21951,gm,0,
21952,buy,0,
21953,can t claim woop or but woop anyone know the issue,0,
21954,welcome everyone,1,
21955,hello from yeah tigers  ,0,
21956,its a raffle theres no need for proof channel,0,
21957,there is no channel for tigers we wrote a message above but i wondered if it was noted,0,
21958,there is no channel for tigers we wrote a message above but i wondered if it was noted,0,
21959,gm,0,
21960,hi,0,
21961,hi,0,
21962,from pengsol,0,
21964,hey from yeah tigers,0,
21965,yo,0,
21966,welcome pengsol   ,1,
21967,hi again,0,
21968,hello everyone,0,
21969,hey,0,
21970,yo from pengsol,0,
21971,gm guys,0,
21972,hi from yeah tigers,0,
21973,hello from pengsol,0,
21974,hi from yeah tigers fam,0,
21975,gm gm,0,
21976,gm gm,0,
21978,sunday vibes,0,
21979,hey striker  ,0,
21981,gm,0,
21982,gm,0,
21983,gn bro,0,
21984,yes for me too did nothing this weekend but still feels better,1,
21985,gn guys,0,
21986,i am just chilling with family and stuff just some peaceful sunday,1,
21987,i am good   how is it with you,1,
21988,yo,0,
21989,hi kirje nice to meet you,1,
21990,gm,0,
21991,check out  and  for more info    ,0,
21992,welcome everyone ,1,
21993,hi,0,
21994,mooon,0,
21995,gm fam,0,
21996,yo,0,
21997,elo,0,
21998,  ,0,
21999,gm fam have a great day ahead,1,
22000,hey everyone,0,
22001,hi eshwar how are you,0,
22002,hey fam,0,
22003,gm,0,
22005,gm fam,0,
22006,hello,0,
22007,gm,0,
22008,hi,0,
22009, ,0,
22011,woopwoop,-1,
22012,sure bro thx soo much for that,1,
22014, ,0,
22015,check out  and   ,0,
22016,hello everyone  welcome to bohemia,1,
22017,yo,0,
22018,hi,0,
22019,hi,0,
22020,np  ,0,
22021,thanks,0,
22022,check ,0,
22023,i don t think so,0,
22024,too late to get wl,-1,
22025,good morning,1,
22026,gm,0,
22027,gm,0,
22028,welcome everyone,1,
22029,hii,0,
22030,yo,0,
22031,hey guys,0,
22032,hello tiger,0,
22033,for talisman airdrop it s through dyno,0,
22034,hi from yeah tigers,0,
22035,hey whats good,1,
22036,what s up buddy,0,
22037,gm,0,
22038,hey guys,0,
22040,gm,0,
22041,                   ,0,
22042,welcome all,1,
22043,what raffle on their web page of sorting hat,0,
22044,hi from yeah tigers,0,
22045,hey all,0,
22046,hi from yeah tigers,0,
22047,hey guys with the raffle for fabulosa is it ok to enter more then one seen the info in a few of my servers,0,
22048, ,0,
22049,i love the one from gringograss where you can read it upsidedown,1,
22050,yeah thats also another talent not easy at all,0,
22051,cool banner made by ,1,
22052,sometimes the ai can really be cool know some  artist that are doing amazing stuff,1,
22053,ai art,0,
22054,oh its another project actually haha,1,
22055,this,0,
22057,whats that,0,
22058,gm,0,
22060,gm  ,0,
22061,gm fam,0,
22062,you did your banner,0,
22064,great for you man welcome to the boho fam   ,1,
22065,yo,0,
22066,sheesh nice man,1,
22067,absolutely i got bohemia yesterday haha,1,
22068,im good on the seaside for few days,1,
22069,striker did you strike some good nfts ,0,
22070,cant wait to get talisman  ,1,
22071,how are you,0,
22072,hello fam,0,
22073,hello,0,
22075,hi,0,
22076, ,0,
22077,hello  ,0,
22078,hello,0,
22079,gm,0,
22080,o sorry i think he have,-1,
22081,nice  thank you  ,1,
22082,naah,0,
22083,you will have more chances to win  ,1,
22084,but he is already wl,0,
22085,because the team needs to be very careful with allocation and dont give more wl then we have they need to count haw many was given so far probably thats why you been told to come back there are  of projects we cant give wl to everyone unfortunately,-1,
22086,more chances,0,
22087,yo,0,
22088,yo guys,0,
22089, ,0,
22090,pengsol  yeah tigers apes they all have diff forms from your project what happens if i fill up all of them,0,
22091,mans dunno how to say no he just waste someones time and patience,-1,
22092,yup was talking about  i asked for a collab  weeks ago and he kept saying come back a few   so i did came back few days later and was told to come back again happened  for the last time he said its closed but today i see some other daos im in still got it hahah,0,
22094,he means for sure whats if you make more forms but with same discord  twitter ect ,0,
22095,just kidding just my bad,-1,
22097,hello from pengsol,0,
22098,what do you mean   if you dont come from there and didnt filled up the form it wont matter  ,0,
22099, ,0,
22100,hey what if i also say hello from pengsol,0,
22101,looks like you got the wl already,0,
22102,sup,0,
22103,great and you,1,
22104,but everyone welcome,1,
22105,how is your day so far,0,
22106,hey mate,0,
22107,wazzup,0,
22108,couldve just said no tho its that easy,0,
22109,they always say come back for a few daysnext week   time i came back they said its closed today i saw other daos still got it,0,
22110,well the mods are active here mate,0,
22111,oh okay okay,1,
22112,yeah ik i was talking about collab for a project im modding,0,
22113,you also have it mate,0,
22114,i was told to comeback  in collab and cameback last week for the  time and they said collab is closed and now i see some other daos got it ,-1,
22115,hi from pengsol   ,0,
22116,hello fam welcome,1,
22117,hello from pengsol  ,0,
22118,hi from pengsol,0,
22119,yeah but it is what it is need to work   im all good when monday ends,1,
22120,yes bro  monday is the worst day of week,-1,
22121,no worries fam  ,1,
22122,just chillin   getting some rest coz its work day again tomorrow  ,0,
22123,right thanks,1,
22124,what s going on ,0,
22125,good after noon fam  ,1,
22126,good afternoon sir,1,
22127,  no worries fam happy to help  ,1,
22128,xd thanks,0,
22129,yeah lol i forget the form,0,
22130,good afternoon guys,1,
22131,we already got wl addy of wl winners throughthe forms in your server you filled up before  ,0,
22132,it didnt started yet ,0,
22133,thanks bro i have a question about wallet submissions,0,
22134,nice sounds like fun have a good one,1,
22136,m,0,
22137,me too  going to the beach within the next few hours,0,
22139,doing good fam just chillin over the sunday and u,1,
22141,how are u doing fam ,0,
22142,hello  ,0,
22143,hey,0,
22144,oh it s gonna be clean      ,1,
22145,no worries fam   feel free to ask,1,
22146,sweet appreciate the info  ,1,
22147,hopefully that art is clean,1,
22148,roles were handed for dao collabs   as long as youre guru master is staked youll be airdrop the talisman token,0,
22149,okay ty just wanted to make sure because i ve seen some roles handed out   don t wanna miss out,0,
22150,its gonna be magical  ,1,
22151,as long as it is stkaked udring the snapshot,0,
22152,im good im good rly interested in fabulosa,1,
22153,guru master holders will automatically get airdropped  ,0,
22154,hey,0,
22155,all those who filled up the form will be raffled and wl winners will be given the role over the weekend or earlier,0,
22156,have all talisman master roles been handed out cause i have a guru master,0,
22157,fine  and you,0,
22158,fabulosa    here,0,
22159,i filled the form how long it takes to get my wl,0,
22160,test,0,
22161,we,0,
22162,welcome everyone,1,
22163,hey,0,
22164,how are e,0,
22165,yo,0,
22166,hey from pengsol,0,
22167,yo,0,
22168,welcome,1,
22169,wats up,0,
22171,hey from pengsol,0,
22172,ok,0,
22173,gm,0,
22174,gm,0,
22175,thank you  ,1,
22176,if you got it kindly close the ticket  ,0,
22177,lfg,0,
22178,ok bro i got it thanks,1,
22179,   ,0,
22180,fam read me  ,0,
22181,i opened a ticket,0,
22182, ,0,
22183,here,0,
22184,hi,0,
22185,its in your dao server fam,0,
22186,bro u need feel the form,0,
22187,hi,0,
22188, hi where is the collab form i am from pengsol,0,
22189,hi,0,
22190,sup fam,0,
22192,hi everyone,0,
22193,hi,0,
22194,hi from pengsol,0,
22195,hi from yeahtigers,0,
22196,hi welcome,1,
22197,hi from yeah tiger,0,
22198,yupp,0,
22199,please check ,0,
22200,hi,0,
22201,will surely see  ,0,
22202,np mate if u need anything feel free to ask  ,0,
22203,okay thank u so much,1,
22204,hey fam wl is mostly for those that hold a master guru bohemian you can also win it through our twitter contests and giveaway or from selected dao that we gave spots to,1,
22205,hi from yeahtigers,0,
22206,how to get it,0,
22207,fabolusa wl,0,
22208,how to get wl,0,
22209,wassup everyone,0,
22210,gm,0,
22211,hi from yeah tigers,0,
22214,hi from yeah tigers,0,
22215,welcome yeah tigers,1,
22216,hi fromyeah tigers  ,0,
22217,hi from yeah tigers,0,
22218,gm fam,0,
22219,gm,0,
22221,thanks sir,1,
22222,welcome everyone,1,
22223,hi   ,0,
22225,woopwoop,-1,
22226,tigers have landed welcome guys,1,
22227, ,0,
22228,sup,0,
22229,ty   ,0,
22230,welcome guys,1,
22231,h  from yeah tigers,0,
22232,gm,0,
22233,                   ,0,
22235,hahahah cute and creepy gif hahaha,1,
22236,just sunday chillin,0,
22237,hahahah awesome one     woop woop,1,
22238,gm,0,
22239,gm,0,
22240,welcome,1,
22241,hi from yeah tigers,0,
22242,not bad wbu,1,
22243,hey guys how you doin,0,
22245,yes  ,1,
22246,yeah,0,
22247,let s go,0,
22248,gm,0,
22249,hey guys a quick confirmation question talisman master role is guaranteed mint right,0,
22250,hi from yeah tigers,0,
22251,hello,0,
22252,welcome,1,
22253,hey from yeah tigers,0,
22254,welcome,1,
22255,gm everyone,0,
22256,hi from yeah tigers,0,
22257,morning,0,
22259,gm,0,
22260,oh,0,
22262,hey,0,
22263,yo,0,
22264,morning,0,
22267,thats very good  we are doing good,1,
22268,im doing good just chilin around  ,1,
22269,gm fam,0,
22270,am good and you,1,
22271,gm guys,0,
22272,fabulosa info here   ,0,
22273,whats up fam,0,
22274,hello,0,
22275,cool and calmhw are you doing,1,
22276,good mate and u,1,
22277,whats up,0,
22278,hello,0,
22279,thx,0,
22280,hi from yeah tigers,0,
22281,welcome to bohemia,1,
22282,hi from yeah tigers,0,
22283,gm everyone,0,
22284,hi from yeah tigers,0,
22285,im doing alright,1,
22286,we are doing well and you,1,
22287,thank you mate,1,
22288,whats up,0,
22289,hello mate,0,
22290,hello boss,0,
22291,and you,0,
22292,hope you have a good day,1,
22293,gm people,0,
22295,welcome everyone,1,
22296,in your daos server,0,
22298,hello,0,
22299,hii,0,
22300,thats great,1,
22301,yeah i got it,0,
22302,it should be in the server where you joined from,0,
22303,sup bros,0,
22304,gm,0,
22305,welcome yeah tigers glad to have you all here please take look at upcoming fabulosa here   and ,1,
22306,hi from year tigers  ,0,
22307,form will be sent out to selected daos and collabs pal  ,0,
22308,where is the form link,0,
22309,hi from yeah tigers,0,
22310,gm,0,
22311,hi from yeah tigers,0,
22312,hello from yeah tigers,0,
22313, ,0,
22315,woopwoop,-1,
22316,   ,0,
22317,talisman test  ,0,
22318,have a nice weekend,1,
22319,hi guys,0,
22320,gm,0,
22321,hi,0,
22322,hi from yeah tigers,0,
22323,gm,0,
22325,crazy days ahead,1,
22326,as well as talisman airdrop and fabulosa mint,0,
22327,great thanks sir,1,
22328,we have bigbang coming ,0,
22329,newcomers get a guru master and lets join the fabulosa party,1,
22330,how is everyone doing,0,
22331,gm,0,
22332,all good thanks hbu,1,
22333,gm,0,
22334,awesome thanks fam,1,
22335,wassup sir how are you today,0,
22336,welcome yeah tigers,1,
22337,thanks you,1,
22338,whats up tigers,0,
22339,gm,0,
22340,hi from yeah tigers,0,
22341,hey everyone over from yeah tigers,0,
22342,hi from yeah tigers,0,
22343,hi from yeah tigers,0,
22344,hi from yeah tigers,0,
22345,gm,0,
22346,h,0,
22347,yo,0,
22348,welcome to bohemia pal  ,1,
22349,yoyoyo,0,
22350,                   ,0,
22351,gm,0,
22352,thanks,0,
22353,welcome to bohemia,1,
22354,hello from yeah tigers,0,
22355,gm,0,
22356,  ,0,
22357,  ,0,
22358,hey from yeah tigers,0,
22359,hi from yeah tigers  ,0,
22360,                   ,0,
22361,hey bro,0,
22362,hey from yeah tigers,0,
22364,hi,0,
22365,hey tigerssss,0,
22366,im not saying that anythings guaranteed but stuff that like could help,0,
22367,hi from yeah tigers,0,
22368,hi from yeah tigers,0,
22369,hi from yeah tigers,0,
22370,hi from teah tigers,0,
22371,hi from yeah tigers,0,
22372,hi from yeah tiger,0,
22373,hi,0,
22374,gm,0,
22376,really love the scope of this project hope you guys have checked out  if you are new pretty helpful indeed,1,
22377,gm,0,
22378,hey,0,
22379,one good twitter thread would be enough,1,
22381,yo,0,
22383,gm,0,
22384,welcome to bohemia,1,
22385,hi from chainmyth,0,
22386,check the new banner and post i mentioned you,0,
22387,yo,0,
22388,make some creative tweets and such stay active and helpful and good things might happen   ,1,
22389,hi,0,
22391,or i could just volunteer as a mod in here,0,
22392,okay well i was never a creator or artist but i really  want wl is that enough haha,1,
22393,welcome to bohemia,1,
22394,blessings on this sunday to all,1,
22396,churchdao,0,
22398,whats up,0,
22399,yo,0,
22400,gm,0,
22401,gm,0,
22403,gm bohemians,0,
22404,just in case you haven t or interested,0,
22405,gm,0,
22406,you read the info      ,0,
22407,cant  wait,1,
22408,congrats  ,1,
22409,wassup,0,
22410,providing some good contents for bohemia and showing that you really want the token will help you alot see ,1,
22411,hello,0,
22412,bohemiaaaaaaaaaa babayyyy lesss goo,0,
22413,mint fabulosa sure,0,
22414,oh lets goooo,1,
22415,hmm okay,0,
22416,sir,0,
22417,talisman master,0,
22419,purjo can i mint this,0,
22420,sorry friend but there will be more ways to get that talisman stay put ,0,
22421,yooo,0,
22422,is that a role,0,
22423,you already have the role i guess,0,
22424,i really wanna mint this,1,
22425,any idea how to get the wl,0,
22426,any other way to do so,0,
22427,oh fk too late i suppose,-1,
22428, days and forthe snapshot i think  days remaining,0,
22429,can i make it in time,0,
22430,hi so  how many days will it take for my bohemia to evolve into guru master bohemia also how many days do we have remaining for the wl ticket distribution,0,
22431,gm,0,
22432,gm,0,
22436,good morning,1,
22437,gm,0,
22438,hey fam,0,
22439,oops i forgot to stake mine lmao,-1,
22440,gg guys whats cookin,0,
22442,check out  and   for fabulosa,0,
22443,damn,-1,
22444,welcome all to bohemia,1,
22445,thx you too ,1,
22446,enjoy the sunday today    ,1,
22447,gm brohos,0,
22449,gm everyone  ,0,
22450,hi,0,
22451,gm everyone,0,
22452,hi,0,
22455,gm,0,
22456,good day all,1,
22457,gm,0,
22458,yo,0,
22459,check   and   for fabulosa,0,
22460,welcome to bohemia,1,
22461,hi,0,
22462,yo,0,
22463,gm,0,
22467,wagmi,0,
22468,good day all welcome to bohemia,1,
22469,gm everyone,0,
22471,bro accept friend req,0,
22472,ok ok,0,
22473,trippin ape tribe,0,
22474,good morning i was missing you,0,
22475,asking what is meant by tat,0,
22476,good morning bohemians   happy sunday to you all  ,1,
22477,any degen plays today,0,
22478,wym,0,
22479,good morning,1,
22480,gm,0,
22481,yeahh,0,
22482,hello,0,
22483,hi,0,
22484,tat and who ,0,
22485,they just added tat for dao collab maybe bohemia too soon,0,
22486,gm,0,
22487,not buying anything until fabulosa and liberty square mint,0,
22488,i also love this,1,
22489,love this fabulosa,1,
22491,nada,0,
22493,av ,0,
22494,what you doing today,0,
22495,heyyo,0,
22496,hello bro,0,
22497,i try to hit the raids that don t have any bohos in it too,0,
22498,     ,0,
22499,but,0,
22500,i miss some raids,-1,
22501,hoping they notice my tweets raid suggestions and activity in  and ,0,
22502,lets wait for the role x peeps hahaha i am waiting for you to be red lets see,1,
22503,i m now a raid master,0,
22504,whats up fam  ,0,
22505,also wen role x,0,
22506,hi,0,
22508,toooo farrr,0,
22509,yo bro,0,
22510,yo,0,
22511,yes only  days left,1,
22512,lots of cool looking ones yeah cant wait to see them all,1,
22513,yes all are dope,1,
22514,lots of crazy looking traits,-1,
22515, hello bro,0,
22516,i think thats a mythic one,0,
22517,all are nice but i like this most,1,
22518,thx  ,0,
22519,niceee,1,
22521,av ,0,
22522, ,0,
22524,yes sure sir,1,
22525,btw your name  what your wife brought,0,
22526,if i find some time for mobile games ill hit u up  ,0,
